# OperatorName = Michael Matus
# Modification = Created as New Dataset
# ModificationDateTime = thu oct 27 11:49:39 2022 Coordinated Universal Time (GMT+0:00)
# Parameters = 
# SampleDescription = 
# InstrumentModel = Lambda 1050+
# InstrumentSerialNumber = 1060L2011032
# InstrumentSoftwareRevision = PerkinElmer UV WinLab 7.1.0.68 / 2.02.11 Lambda 900 UV/VIS/NIR, May 23 2018 11:23:04
# _UnknownRecord2375_ID223 = 
# SlitWidth = 3350/servo 860.8/1
# LampsUsed = UV/VIS
# InstrumentAccessories = CommonBeamDepol,RBeamAtt,SBeamAtt,150mm sphere / downward view, WB InGaAs Detector
# UvVisSlitMode = Program
# NirSlitMode = Program
# NirSlitWidth = 3350/servo 860.8/1
# UvVisIntegrationTime = 3350/1 860.8/1
# NirIntegrationTime = 3350/1 860.8/1
# NirDetectorGain = 14.00
# _UnknownRecord2375_ID231 = 
# _UnknownRecord2375_ID232 = 
# _UnknownRecord2375_ID233 = 
# _UnknownRecord2375_ID235 = 
# SampleBeamPosition = Front
# CommonBeamDepolarizer = off
# AttenuatorsUsed = S:100 R:100
# _UnknownRecord2375_ID243 = 
# _UnknownRecord2375_ID254 = 
# _UnknownRecord2375_ID256 = 
# _UnknownRecord2375_ID257 = 
# _UnknownRecord2375_ID258 = 
# _UnknownRecord2375_ID260 = 
# _UnknownRecord2375_ID261 = 
# _UnknownRecord2375_ID267 = 
# _UnknownRecord2375_ID268 = 
# _UnknownRecord2375_ID269 = 
# _UnknownRecord2375_ID270 = 
# _UnknownRecord2375_ID273 = 
# _UnknownRecord2375_ID274 = 
# _UnknownRecord2D75_ID211 = 0
# _UnknownRecord2D75_ID212 = 0
# _UnknownRecord2D75_ID216 = 1
# _UnknownRecord2D75_ID217 = 1
# _UnknownRecord2D75_ID219 = 0
# _UnknownRecord2D75_ID220 = 0
# _UnknownRecord2D75_ID229 = 0
# _UnknownRecord2D75_ID240 = 100
# _UnknownRecord2D75_ID259 = 0
# DataSetChecksum = 0
# DataSetDataType = 16
# DataSetName = Sample4.Blank
# DataSetAbscissaRange = 300 900
# DataSetOrdinateRange = 0 99.137823761705
# DataSetInterval = -1
# DataSetNumPoints = 601
# DataSetXAxisLabel = nm
# DataSetXAxisUnitType = 11
# DataSetYAxisLabel = %R
# DataSetYAxisUnitType = 3
# DataSetSamplingMethod = 0
# DataSetFileType = 0
# DataSetAlias = Sample4.Blank
# SourceFile = ReflectionBlank.sp
nm,%R
784,98.9894417184605
785,98.9957486300081
786,98.996144863463
787,99.0143150520629
788,98.9978003895403
789,98.9718084438006
790,99.0073012424418
791,99.0146426509335
792,98.9917517127916
793,98.9907642802847
794,99.0106734655041
795,99.0032878634575
796,99.0023745490285
797,99.0503538911233
798,99.0901612087918
799,99.0892626939524
800,99.1013214046644
801,99.0983997686345
802,99.1028254069154
803,99.1067660322269
804,99.08971079109
805,99.0686660863665
806,99.0764062832065
807,99.1119086019354
808,99.0897499445337
809,99.0718114582369
810,99.0865158244771
811,99.0744969095769
812,99.0561254090515
813,99.0963443700575
814,99.094181806448
815,99.0725591864444
816,99.0631204874957
817,99.0904889457309
818,99.0939853393162
819,99.0661138979376
820,99.0437615682915
821,99.0586282299736
822,99.0545366667263
823,99.0717067089272
824,99.0502987045383
825,99.0729516184725
826,99.0669289130409
827,99.0520255533395
828,99.0382127794719
829,99.0467168399278
830,99.0490430947741
831,99.0522156790981
832,99.0249632881455
833,99.0472799711198
834,99.0139337834484
835,98.9980404610836
836,98.9816824267531
837,98.9792178015084
838,99.0248500766596
839,99.0148222281003
840,99.0071012741413
841,99.0636810579328
842,99.0224154599401
843,99.033402177669
844,99.0542196439623
845,99.0773799016797
846,98.9348596520092
847,98.9617056971956
848,98.9798208157963
849,98.948119522634
850,99.0471007648447
851,99.0568286355541
852,99.0373980121012
853,99.0009277014525
854,98.9186154300679
855,99.0677061257771
856,98.9173544459605
857,99.1316076148042
858,99.0258993129198
859,98.9762231692803
860,98.9093585746141
861,99.0372780779956
862,98.9494150296401
863,98.9731167916212
864,99.0067097123671
865,99.0063445892093
866,99.0226030482074
867,99.0383345999166
868,98.9463644464458
869,98.9532552777429
870,99.0295557053378
871,99.0821704477091
872,98.980094395097
873,98.9150050669133
874,98.9570437016692
875,98.944150134764
876,98.9375887456289
877,98.9156332503016
878,98.9434251721436
879,98.9306548776987
880,99.0227460452332
881,98.88343951379
882,98.9107509854292
883,98.9369406419662
884,98.9537042102256
885,98.9520447776553
886,98.9221828164798
887,98.9524420336396
888,98.9552235810048
889,98.9441372414847
890,98.9270874850644
891,99.0095229810946
892,98.9197154204002
893,98.9062539488139
894,98.9413887623173
895,98.9605949625292
896,98.8915569661825
897,98.8268917492612
898,98.8940831316305
899,98.9315826830183
900,98.8597442586677
